Data_Perspective,Dataset,N_Components,Metric,Value
PCA,Madelon,231,Explained_Variance,0.9580499002772432
PCA,Madelon,232,Explained_Variance,0.9567428359084026
PCA,Madelon,233,Explained_Variance,0.9540083864963984
PCA,Madelon,234,Explained_Variance,0.9490290181999592
PCA,Madelon,235,Explained_Variance,0.945232562519964
PCA,Madelon,236,Explained_Variance,0.9415734927909444
PCA,Madelon,237,Explained_Variance,0.9387054985769984
PCA,Madelon,238,Explained_Variance,0.9370376883546756
PCA,Madelon,239,Explained_Variance,0.935761308837172
PCA,Madelon,240,Explained_Variance,0.9290362227045791
PCA,Madelon,241,Explained_Variance,0.9257772446485938
PCA,Madelon,242,Explained_Variance,0.9211014883450708
PCA,Madelon,243,Explained_Variance,0.920438274668748
PCA,Madelon,244,Explained_Variance,0.913975842839866
PCA,Madelon,245,Explained_Variance,0.9124465085215188
PCA,Madelon,246,Explained_Variance,0.9088984432750036
PCA,Madelon,247,Explained_Variance,0.9044795109272048
PCA,Madelon,248,Explained_Variance,0.9011898646821768
PCA,Madelon,249,Explained_Variance,0.9005387907548124
PCA,Madelon,250,Explained_Variance,0.896463705084217
PCA,Madelon,251,Explained_Variance,0.8944486606742186
PCA,Madelon,252,Explained_Variance,0.8918983057760829
PCA,Madelon,253,Explained_Variance,0.8852230258986725
PCA,Madelon,254,Explained_Variance,0.8837014731730838
PCA,Madelon,255,Explained_Variance,0.8819007911124656
PCA,Madelon,256,Explained_Variance,0.8794016570162225
PCA,Madelon,257,Explained_Variance,0.8750983428208509
PCA,Madelon,258,Explained_Variance,0.8733290863691769
PCA,Madelon,259,Explained_Variance,0.8705213218205793
PCA,Madelon,260,Explained_Variance,0.8640577363887506
PCA,Madelon,261,Explained_Variance,0.8630320875540001
PCA,Madelon,262,Explained_Variance,0.8557712208995174
PCA,Madelon,263,Explained_Variance,0.8550372609787141
PCA,Madelon,264,Explained_Variance,0.8516035068637388
PCA,Madelon,265,Explained_Variance,0.8502252013652303
PCA,Madelon,266,Explained_Variance,0.8451661784573363
PCA,Madelon,267,Explained_Variance,0.8413771155419942
PCA,Madelon,268,Explained_Variance,0.8401238435469033
PCA,Madelon,269,Explained_Variance,0.8382102704099217
PCA,Madelon,270,Explained_Variance,0.8363072995253661
PCA,Madelon,271,Explained_Variance,0.8320301095497221
PCA,Madelon,272,Explained_Variance,0.8278090847222574
PCA,Madelon,273,Explained_Variance,0.823519927393192
PCA,Madelon,274,Explained_Variance,0.8213673330743076
PCA,Madelon,275,Explained_Variance,0.8210269617304407
PCA,Madelon,276,Explained_Variance,0.8165683784877352
PCA,Madelon,277,Explained_Variance,0.8150259216537201
PCA,Madelon,278,Explained_Variance,0.8135902927906508
PCA,Madelon,279,Explained_Variance,0.8107924218069591
PCA,Madelon,280,Explained_Variance,0.8079757208916539
PCA,Madelon,281,Explained_Variance,0.8028480416190424
PCA,Madelon,282,Explained_Variance,0.8009727192230858
PCA,Madelon,283,Explained_Variance,0.7978639241183101
PCA,Madelon,284,Explained_Variance,0.794349665168218
PCA,Madelon,285,Explained_Variance,0.7919436251134793
PCA,Madelon,286,Explained_Variance,0.7900001775954643
PCA,Madelon,287,Explained_Variance,0.7860085027909359
PCA,Madelon,288,Explained_Variance,0.7839391556113547
PCA,Madelon,289,Explained_Variance,0.7782723953930358
PCA,Madelon,290,Explained_Variance,0.7739475861811741
PCA,Madelon,291,Explained_Variance,0.7726216734104809
PCA,Madelon,292,Explained_Variance,0.7704811476003355
PCA,Madelon,293,Explained_Variance,0.7663306375570051
PCA,Madelon,294,Explained_Variance,0.7608385490249608
PCA,Madelon,295,Explained_Variance,0.7592901274279815
PCA,Madelon,296,Explained_Variance,0.7572911314027194
PCA,Madelon,297,Explained_Variance,0.7548729601042916
PCA,Madelon,298,Explained_Variance,0.7517144019466777
PCA,Madelon,299,Explained_Variance,0.7486369059067697
PCA,Madelon,300,Explained_Variance,0.7434259372786332
PCA,Madelon,301,Explained_Variance,0.7416128504803442
PCA,Madelon,302,Explained_Variance,0.7396693765331231
PCA,Madelon,303,Explained_Variance,0.7347281957749655
PCA,Madelon,304,Explained_Variance,0.7326741718919139
PCA,Madelon,305,Explained_Variance,0.7286901909859931
PCA,Madelon,306,Explained_Variance,0.7264405176435909
PCA,Madelon,307,Explained_Variance,0.7234480822477178
PCA,Madelon,308,Explained_Variance,0.7214136465693561
PCA,Madelon,309,Explained_Variance,0.7147781586901372
PCA,Madelon,310,Explained_Variance,0.7127456359833124
PCA,Madelon,311,Explained_Variance,0.7116608203200845
PCA,Madelon,312,Explained_Variance,0.7076203520343026
PCA,Madelon,313,Explained_Variance,0.7061829228221113
PCA,Madelon,314,Explained_Variance,0.7039406227247477
PCA,Madelon,315,Explained_Variance,0.7030338416965718
PCA,Madelon,316,Explained_Variance,0.6982187523353081
PCA,Madelon,317,Explained_Variance,0.6975564111442244
PCA,Madelon,318,Explained_Variance,0.6922470481091729
PCA,Madelon,319,Explained_Variance,0.6912287132401431
PCA,Madelon,320,Explained_Variance,0.6884431290235166
PCA,Madelon,321,Explained_Variance,0.6832226028310374
PCA,Madelon,322,Explained_Variance,0.6814677244205609
PCA,Madelon,323,Explained_Variance,0.6810518855486322
PCA,Madelon,324,Explained_Variance,0.6779727322558937
PCA,Madelon,325,Explained_Variance,0.6768523236230292
PCA,Madelon,326,Explained_Variance,0.6715831367891257
PCA,Madelon,327,Explained_Variance,0.6699990752222003
PCA,Madelon,328,Explained_Variance,0.6634276806636591
PCA,Madelon,329,Explained_Variance,0.6605830025863648
PCA,Madelon,330,Explained_Variance,0.6577160314469345
PCA,Madelon,331,Explained_Variance,0.6568816601466031
PCA,Madelon,332,Explained_Variance,0.654327079920296
PCA,Madelon,333,Explained_Variance,0.6508045671561538
PCA,Madelon,334,Explained_Variance,0.6484264332025348
PCA,Madelon,335,Explained_Variance,0.6451392457159361
PCA,Madelon,336,Explained_Variance,0.6435350347493988
PCA,Madelon,337,Explained_Variance,0.6406083431712617
PCA,Madelon,338,Explained_Variance,0.6373812306276218
PCA,Madelon,339,Explained_Variance,0.6338880760714339
PCA,Madelon,340,Explained_Variance,0.6318049459329506
PCA,Madelon,341,Explained_Variance,0.628647796810021
PCA,Madelon,342,Explained_Variance,0.6282107999588308
PCA,Madelon,343,Explained_Variance,0.6244326828584504
PCA,Madelon,344,Explained_Variance,0.6221128873809215
PCA,Madelon,345,Explained_Variance,0.6180464459964603
PCA,Madelon,346,Explained_Variance,0.6129685428662265
PCA,Madelon,347,Explained_Variance,0.6102978085445534
PCA,Madelon,348,Explained_Variance,0.6089048864728366
PCA,Madelon,349,Explained_Variance,0.6066178078441975
PCA,Madelon,350,Explained_Variance,0.6038584213466978
PCA,Madelon,351,Explained_Variance,0.6023222878336387
PCA,Madelon,352,Explained_Variance,0.6006769101397471
PCA,Madelon,353,Explained_Variance,0.5985630798796387
PCA,Madelon,354,Explained_Variance,0.5955759428393185
PCA,Madelon,355,Explained_Variance,0.5922902189305066
PCA,Madelon,356,Explained_Variance,0.589068177696321
PCA,Madelon,357,Explained_Variance,0.5860451164836338
PCA,Madelon,358,Explained_Variance,0.5831453352745601
PCA,Madelon,359,Explained_Variance,0.580008241823115
PCA,Madelon,360,Explained_Variance,0.5778784337786321
PCA,Madelon,361,Explained_Variance,0.5733015374544203
PCA,Madelon,362,Explained_Variance,0.5709907099126977
PCA,Madelon,363,Explained_Variance,0.5703503550912329
PCA,Madelon,364,Explained_Variance,0.5689536463794759
PCA,Madelon,365,Explained_Variance,0.5639441641580212
PCA,Madelon,366,Explained_Variance,0.5631057393952738
PCA,Madelon,367,Explained_Variance,0.5588081347076129
PCA,Madelon,368,Explained_Variance,0.5567021238820696
PCA,Madelon,369,Explained_Variance,0.5562814893238667
PCA,Madelon,370,Explained_Variance,0.5503461769856304
PCA,Madelon,371,Explained_Variance,0.548055879930903
PCA,Madelon,372,Explained_Variance,0.5447369249790878
PCA,Madelon,373,Explained_Variance,0.5434069301072411
PCA,Madelon,374,Explained_Variance,0.5414763130668001
PCA,Madelon,375,Explained_Variance,0.5396674952633719
PCA,Madelon,376,Explained_Variance,0.5365200390313744
PCA,Madelon,377,Explained_Variance,0.5350540284386853
PCA,Madelon,378,Explained_Variance,0.5324848696176439
PCA,Madelon,379,Explained_Variance,0.530700134000944
PCA,Madelon,380,Explained_Variance,0.5261828986197326
PCA,Madelon,381,Explained_Variance,0.5242165974871938
PCA,Madelon,382,Explained_Variance,0.5219630352110396
PCA,Madelon,383,Explained_Variance,0.5191056146262678
PCA,Madelon,384,Explained_Variance,0.5159264008636839
PCA,Madelon,385,Explained_Variance,0.5128407258404956
PCA,Madelon,386,Explained_Variance,0.5100556539022675
PCA,Madelon,387,Explained_Variance,0.5050291409008166
PCA,Madelon,388,Explained_Variance,0.5036808767623211
PCA,Madelon,389,Explained_Variance,0.5014381845449198
PCA,Madelon,390,Explained_Variance,0.4994362718964671
PCA,Madelon,391,Explained_Variance,0.4967484863746118
PCA,Madelon,392,Explained_Variance,0.494087095559476
PCA,Madelon,393,Explained_Variance,0.4931193999673117
PCA,Madelon,394,Explained_Variance,0.4904376959290375
PCA,Madelon,395,Explained_Variance,0.4864837052242234
PCA,Madelon,396,Explained_Variance,0.4853552542801485
PCA,Madelon,397,Explained_Variance,0.4824231758163893
PCA,Madelon,398,Explained_Variance,0.4802605880127845
PCA,Madelon,399,Explained_Variance,0.4781132170190264
PCA,Madelon,400,Explained_Variance,0.4742293734445346
PCA,Madelon,401,Explained_Variance,0.4735993511982055
PCA,Madelon,402,Explained_Variance,0.4719895355247551
PCA,Madelon,403,Explained_Variance,0.4685957414993629
PCA,Madelon,404,Explained_Variance,0.4673294226023199
PCA,Madelon,405,Explained_Variance,0.4623456985991354
PCA,Madelon,406,Explained_Variance,0.4600834311902575
PCA,Madelon,407,Explained_Variance,0.4582775181017029
PCA,Madelon,408,Explained_Variance,0.455464576568669
PCA,Madelon,409,Explained_Variance,0.4547683880963784
PCA,Madelon,410,Explained_Variance,0.4510837673961427
PCA,Madelon,411,Explained_Variance,0.4488012122998051
PCA,Madelon,412,Explained_Variance,0.447533535533824
PCA,Madelon,413,Explained_Variance,0.44516001201777616
PCA,Madelon,414,Explained_Variance,0.4425269272042485
PCA,Madelon,415,Explained_Variance,0.4403508081828582
PCA,Madelon,416,Explained_Variance,0.4370432664810312
PCA,Madelon,417,Explained_Variance,0.4340745712603901
PCA,Madelon,418,Explained_Variance,0.4318500212894856
PCA,Madelon,419,Explained_Variance,0.4299726822303669
PCA,Madelon,420,Explained_Variance,0.4297240037192092
PCA,Madelon,421,Explained_Variance,0.4263545708256417
PCA,Madelon,422,Explained_Variance,0.4236348361062226
PCA,Madelon,423,Explained_Variance,0.4223515487542271
PCA,Madelon,424,Explained_Variance,0.4187957378071958
PCA,Madelon,425,Explained_Variance,0.41744539285650784
PCA,Madelon,426,Explained_Variance,0.4147921502809933
PCA,Madelon,427,Explained_Variance,0.4113036893104584
PCA,Madelon,428,Explained_Variance,0.4089431814747161
PCA,Madelon,429,Explained_Variance,0.40671076306515
PCA,Madelon,430,Explained_Variance,0.40375082044425536
PCA,Madelon,431,Explained_Variance,0.3992044870004304
PCA,Madelon,432,Explained_Variance,0.3969618354631267
PCA,Madelon,433,Explained_Variance,0.39379013290873016
PCA,Madelon,434,Explained_Variance,0.3915719257165807
PCA,Madelon,435,Explained_Variance,0.3871187312475833
PCA,Madelon,436,Explained_Variance,0.3858577106175559
PCA,Madelon,437,Explained_Variance,0.3849270404480592
PCA,Madelon,438,Explained_Variance,0.3824941630111456
PCA,Madelon,439,Explained_Variance,0.3812523828283304
PCA,Madelon,440,Explained_Variance,0.3796151539225328
PCA,Madelon,441,Explained_Variance,0.3781478817259729
PCA,Madelon,442,Explained_Variance,0.3739104444774519
PCA,Madelon,443,Explained_Variance,0.3701000098250698
PCA,Madelon,444,Explained_Variance,0.3682164392868021
PCA,Madelon,445,Explained_Variance,0.3678824682112117
PCA,Madelon,446,Explained_Variance,0.3631298446219665
PCA,Madelon,447,Explained_Variance,0.3603680174215849
PCA,Madelon,448,Explained_Variance,0.3545525799261154
PCA,Madelon,449,Explained_Variance,0.3531301799965823
PCA,Madelon,450,Explained_Variance,0.3469189297620961
PCA,Madelon,451,Explained_Variance,0.3439785493783667
PCA,Madelon,452,Explained_Variance,0.3407898977790719
PCA,Madelon,453,Explained_Variance,0.3403683386668184
PCA,Madelon,454,Explained_Variance,0.3391466345461555
PCA,Madelon,455,Explained_Variance,0.3336634105072775
PCA,Madelon,456,Explained_Variance,0.3333024749070273
PCA,Madelon,457,Explained_Variance,0.33087642837877634
PCA,Madelon,458,Explained_Variance,0.3274494844739726
PCA,Madelon,459,Explained_Variance,0.3245639627700139
PCA,Madelon,460,Explained_Variance,0.3231529022007164
PCA,Madelon,461,Explained_Variance,0.3200112375482635
PCA,Madelon,462,Explained_Variance,0.31653565409459816
PCA,Madelon,463,Explained_Variance,0.315385985488117
PCA,Madelon,464,Explained_Variance,0.3132719437081485
PCA,Madelon,465,Explained_Variance,0.3113274053351939
PCA,Madelon,466,Explained_Variance,0.3092381448050973
PCA,Madelon,467,Explained_Variance,0.3052272687558356
PCA,Madelon,468,Explained_Variance,0.302751582005519
PCA,Madelon,469,Explained_Variance,0.3000762964221213
PCA,Madelon,470,Explained_Variance,0.2947471149339555
PCA,Madelon,471,Explained_Variance,0.29264092607695397
PCA,Madelon,472,Explained_Variance,0.2889050824321718
PCA,Madelon,473,Explained_Variance,0.2882646177839152
PCA,Madelon,474,Explained_Variance,0.2863526088746382
PCA,Madelon,475,Explained_Variance,0.28229354812591456
PCA,Madelon,476,Explained_Variance,0.2803237815836093
PCA,Madelon,477,Explained_Variance,0.2769755437296173
PCA,Madelon,478,Explained_Variance,0.2715266178801188
PCA,Madelon,479,Explained_Variance,0.2668727059369984
PCA,Madelon,480,Explained_Variance,0.26459954525259394
PCA,Madelon,481,Explained_Variance,0.26097500372819915
PCA,Madelon,482,Explained_Variance,0.2577343465340431
PCA,Madelon,483,Explained_Variance,0.253925134365532
PCA,Madelon,484,Explained_Variance,0.24501178646080654
PCA,Madelon,485,Explained_Variance,0.23954302595998825
PCA,Madelon,486,Explained_Variance,0.009368098181541865
PCA,Madelon,487,Explained_Variance,0.009221895327593809
PCA,Madelon,488,Explained_Variance,0.008879871631703336
PCA,Madelon,489,Explained_Variance,0.008638652752302417
PCA,Madelon,490,Explained_Variance,0.008354386234959208
PCA,Madelon,491,Explained_Variance,0.008206891448898088
PCA,Madelon,492,Explained_Variance,0.007873993813700275
PCA,Madelon,493,Explained_Variance,0.00758177888393204
PCA,Madelon,494,Explained_Variance,0.007530078813129682
PCA,Madelon,495,Explained_Variance,0.0073781579108494625
PCA,Madelon,496,Explained_Variance,0.0072030234714493685
PCA,Madelon,497,Explained_Variance,0.006940030215848889
PCA,Madelon,498,Explained_Variance,0.006668539357577369
PCA,Madelon,499,Explained_Variance,0.006500545209191857
PCA,Madelon,500,Explained_Variance,0.0063365167765346755
PCA,Madelon,2,Reconstruction_Error,0.9766009482086128
PCA,Madelon,5,Reconstruction_Error,0.9567108494505248
PCA,Madelon,10,Reconstruction_Error,0.9356080074915484
PCA,Madelon,15,Reconstruction_Error,0.9148567868257906
PCA,Madelon,20,Reconstruction_Error,0.8948258791222471
PCA,Madelon,25,Reconstruction_Error,0.8749710077915857
PCA,Madelon,30,Reconstruction_Error,0.8556530806377305
PCA,Madelon,35,Reconstruction_Error,0.8368287568178815
PCA,Madelon,40,Reconstruction_Error,0.8183285041646604
PCA,Madelon,45,Reconstruction_Error,0.8001053449827132
PCA,Madelon,50,Reconstruction_Error,0.7872040080808035
PCA,Madelon,55,Reconstruction_Error,0.769966654517913
PCA,Madelon,60,Reconstruction_Error,0.7526024845390866
PCA,Madelon,80,Reconstruction_Error,0.6871294576766724
PCA,Madelon,100,Reconstruction_Error,0.6260121487983885
PCA,Madelon,120,Reconstruction_Error,0.5683776444958716
RP,Madelon,2,Projected_Pairwise_Distance_10_Trial_Correlation_Avg,0.07558408305706583
RP,Madelon,5,Projected_Pairwise_Distance_10_Trial_Correlation_Avg,0.12316226222998247
RP,Madelon,10,Projected_Pairwise_Distance_10_Trial_Correlation_Avg,0.17475319967833908
RP,Madelon,15,Projected_Pairwise_Distance_10_Trial_Correlation_Avg,0.21793788770374128
RP,Madelon,20,Projected_Pairwise_Distance_10_Trial_Correlation_Avg,0.2548909824888459
RP,Madelon,25,Projected_Pairwise_Distance_10_Trial_Correlation_Avg,0.2759000162840914
RP,Madelon,30,Projected_Pairwise_Distance_10_Trial_Correlation_Avg,0.30032407764937835
RP,Madelon,35,Projected_Pairwise_Distance_10_Trial_Correlation_Avg,0.3179555685288068
RP,Madelon,40,Projected_Pairwise_Distance_10_Trial_Correlation_Avg,0.3412677291841638
RP,Madelon,45,Projected_Pairwise_Distance_10_Trial_Correlation_Avg,0.3569773793800241
RP,Madelon,50,Projected_Pairwise_Distance_10_Trial_Correlation_Avg,0.3745181195868691
RP,Madelon,55,Projected_Pairwise_Distance_10_Trial_Correlation_Avg,0.3885011153376767
RP,Madelon,60,Projected_Pairwise_Distance_10_Trial_Correlation_Avg,0.40087331453787145
RP,Madelon,2,Projected_Pairwise_Distance_10_Trial_Correlation_Std,0.007861841782350488
RP,Madelon,5,Projected_Pairwise_Distance_10_Trial_Correlation_Std,0.010063469900371175
RP,Madelon,10,Projected_Pairwise_Distance_10_Trial_Correlation_Std,0.007628365523149947
RP,Madelon,15,Projected_Pairwise_Distance_10_Trial_Correlation_Std,0.011112820847159234
RP,Madelon,20,Projected_Pairwise_Distance_10_Trial_Correlation_Std,0.008160841366037482
RP,Madelon,25,Projected_Pairwise_Distance_10_Trial_Correlation_Std,0.011199191013644378
RP,Madelon,30,Projected_Pairwise_Distance_10_Trial_Correlation_Std,0.009374190275587117
RP,Madelon,35,Projected_Pairwise_Distance_10_Trial_Correlation_Std,0.011270847983832483
RP,Madelon,40,Projected_Pairwise_Distance_10_Trial_Correlation_Std,0.00981196451725848
RP,Madelon,45,Projected_Pairwise_Distance_10_Trial_Correlation_Std,0.008703410292897536
RP,Madelon,50,Projected_Pairwise_Distance_10_Trial_Correlation_Std,0.005455940032083327
RP,Madelon,55,Projected_Pairwise_Distance_10_Trial_Correlation_Std,0.007893861227771708
RP,Madelon,60,Projected_Pairwise_Distance_10_Trial_Correlation_Std,0.008135772722615614
RP,Madelon,2,Reconstruction_Error,0.9960344840368924
RP,Madelon,5,Reconstruction_Error,0.9900825545099197
RP,Madelon,10,Reconstruction_Error,0.9800415269354861
RP,Madelon,15,Reconstruction_Error,0.9698358847849239
RP,Madelon,20,Reconstruction_Error,0.9599859980859335
RP,Madelon,25,Reconstruction_Error,0.9501252587703496
RP,Madelon,30,Reconstruction_Error,0.9398173184464518
RP,Madelon,35,Reconstruction_Error,0.930008317716051
RP,Madelon,40,Reconstruction_Error,0.9200709680064145
RP,Madelon,45,Reconstruction_Error,0.9098358180687527
RP,Madelon,50,Reconstruction_Error,0.9001269790988673
RP,Madelon,55,Reconstruction_Error,0.8900874212187085
RP,Madelon,60,Reconstruction_Error,0.8798497564589327
RP,Madelon,2,Reconstruction_Error_Std,7.076866702352028e-05
RP,Madelon,5,Reconstruction_Error_Std,0.00023943566030733791
RP,Madelon,10,Reconstruction_Error_Std,9.844161113822835e-05
RP,Madelon,15,Reconstruction_Error_Std,0.00027744702123271855
RP,Madelon,20,Reconstruction_Error_Std,0.00031437721881719913
RP,Madelon,25,Reconstruction_Error_Std,0.00041534769901530657
RP,Madelon,30,Reconstruction_Error_Std,0.0003608956871332104
RP,Madelon,35,Reconstruction_Error_Std,0.0003814488085271505
RP,Madelon,40,Reconstruction_Error_Std,0.0005937891038472876
RP,Madelon,45,Reconstruction_Error_Std,0.0005236755569314367
RP,Madelon,50,Reconstruction_Error_Std,0.0004195022076989395
RP,Madelon,55,Reconstruction_Error_Std,0.0004904921482353445
RP,Madelon,60,Reconstruction_Error_Std,0.0005392033881591961
